ENSEMBL,SYMBOL,GENENAME
ENSMUSG00000039531,Zup1,zinc finger containing ubiquitin peptidase 1
ENSMUSG00000112280,A830082N09Rik,RIKEN cDNA A830082N09 gene
ENSMUSG00000019782,Rwdd1,RWD domain containing 1
ENSMUSG00000049872,Calhm5,calcium homeostasis modulator family member 5
ENSMUSG00000046031,Calhm6,calcium homeostasis modulator family member 6
ENSMUSG00000039497,Dse,dermatan sulfate epimerase
ENSMUSG00000047514,Tspyl1,"testis-specific protein, Y-encoded-like 1"
ENSMUSG00000039480,Nt5dc1,5'-nucleotidase domain containing 1
ENSMUSG00000110791,NA,NA
ENSMUSG00000039485,Tspyl4,TSPY-like 4
ENSMUSG00000019779,Frk,fyn-related kinase
ENSMUSG00000110935,Gm8834,"glutathione S-transferase, mu 3 pseudogene"
ENSMUSG00000063953,Amd2,S-adenosylmethionine decarboxylase 2
ENSMUSG00000044499,Hs3st5,heparan sulfate (glucosamine) 3-O-sulfotransferase 5
ENSMUSG00000019777,Hdac2,histone deacetylase 2
ENSMUSG00000069662,Marcks,myristoylated alanine rich protein kinase C substrate
ENSMUSG00000046463,NA,NA
ENSMUSG00000019846,Lama4,"laminin, alpha 4"
ENSMUSG00000051736,Fam229b,"family with sequence similarity 229, member B"
ENSMUSG00000019845,Tube1,"tubulin, epsilon 1"
ENSMUSG00000111877,NA,NA
ENSMUSG00000019843,Fyn,Fyn proto-oncogene
ENSMUSG00000086915,Gm16364,predicted gene 16364
ENSMUSG00000019842,Traf3ip2,TRAF3 interacting protein 2
ENSMUSG00000087177,E130307A14Rik,RIKEN cDNA E130307A14 gene
ENSMUSG00000019841,Rev3l,"REV3 like, DNA directed polymerase zeta catalytic subunit"
ENSMUSG00000096687,Mfsd4b4,major facilitator superfamily domain containing 4B4
ENSMUSG00000097890,NA,NA
ENSMUSG00000039339,NA,NA
ENSMUSG00000111620,NA,NA
ENSMUSG00000071335,NA,NA
ENSMUSG00000038528,Mfsd4b5,major facilitator superfamily domain containing 4B5
ENSMUSG00000038522,Mfsd4b1,major facilitator superfamily domain containing 4B1
ENSMUSG00000019838,Slc16a10,"solute carrier family 16 (monocarboxylic acid transporters), member 10"
ENSMUSG00000038510,Rpf2,ribosome production factor 2 homolog
ENSMUSG00000019837,Gtf3c6,"general transcription factor IIIC, polypeptide 6, alpha"
ENSMUSG00000075232,Amd1,S-adenosylmethionine decarboxylase 1
ENSMUSG00000038481,Cdk19,cyclin-dependent kinase 19
ENSMUSG00000063428,Ddo,D-aspartate oxidase
ENSMUSG00000045555,Mettl24,methyltransferase like 24
ENSMUSG00000038446,Cdc40,cell division cycle 40
ENSMUSG00000019831,Wasf1,"WASP family, member 1"
ENSMUSG00000038417,Fig4,FIG4 phosphoinositide 5-phosphatase
ENSMUSG00000019826,Zbtb24,zinc finger and BTB domain containing 24
ENSMUSG00000019823,Mical1,"microtubule associated monooxygenase, calponin and LIM domain containing 1"
ENSMUSG00000019822,Smpd2,"sphingomyelin phosphodiesterase 2, neutral"
ENSMUSG00000078451,Ppil6,peptidylprolyl isomerase (cyclophilin)-like 6
ENSMUSG00000019818,Cd164,CD164 antigen
ENSMUSG00000075225,Ccdc162,coiled-coil domain containing 162
ENSMUSG00000019813,Cep57l1,centrosomal protein 57-like 1
ENSMUSG00000038332,Sesn1,sestrin 1
ENSMUSG00000071324,Armc2,armadillo repeat containing 2
ENSMUSG00000085666,NA,NA
ENSMUSG00000048756,Foxo3,forkhead box O3
ENSMUSG00000038302,Afg1l,AFG1 like ATPase
ENSMUSG00000019804,Snx3,sorting nexin 3
ENSMUSG00000038280,Ostm1,osteopetrosis associated transmembrane protein 1
ENSMUSG00000019802,Sec63,SEC63-like (S. cerevisiae)
ENSMUSG00000044770,Scml4,Scm polycomb group protein like 4
ENSMUSG00000038248,Sobp,sine oculis binding protein
ENSMUSG00000038240,Pdss2,"prenyl (solanesyl) diphosphate synthase, subunit 2"
ENSMUSG00000038214,Bend3,BEN domain containing 3
ENSMUSG00000111368,NA,NA
ENSMUSG00000045886,Pam16l,presequence translocase associated motor 16 like
ENSMUSG00000019797,Mtres1,mitochondrial transcription rescue factor 1
ENSMUSG00000047139,Cd24a,CD24a antigen
ENSMUSG00000075184,F930017D23Rik,RIKEN cDNA F930017D23 gene
ENSMUSG00000111377,NA,NA
ENSMUSG00000019863,Qrsl1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
ENSMUSG00000019864,Rtn4ip1,reticulon 4 interacting protein 1
ENSMUSG00000019866,Crybg1,crystallin beta-gamma domain containing 1
ENSMUSG00000038160,Atg5,autophagy related 5
ENSMUSG00000111078,NA,NA
ENSMUSG00000038151,Prdm1,"PR domain containing 1, with ZNF domain"
ENSMUSG00000111116,NA,NA
ENSMUSG00000019849,Prep,prolyl endopeptidase
ENSMUSG00000071317,Bves,blood vessel epicardial substance
ENSMUSG00000038822,Hace1,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1"
ENSMUSG00000110841,Gpx4-ps2,"glutathione peroxidase 4, pseudogene 2"
ENSMUSG00000038774,Ascc3,activating signal cointegrator 1 complex subunit 3
ENSMUSG00000112023,Lilrb4b,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B"
ENSMUSG00000112148,Lilrb4a,"leukocyte immunoglobulin-like receptor, subfamily B, member 4A"
ENSMUSG00000112843,NA,NA
ENSMUSG00000019909,Fam162b,"family with sequence similarity 162, member B"
ENSMUSG00000019900,Rfx6,"regulatory factor X, 6"
ENSMUSG00000019893,Ros1,Ros1 proto-oncogene
ENSMUSG00000019891,Dcbld1,"discoidin, CUB and LCCL domain containing 1"
ENSMUSG00000019861,Gopc,golgi associated PDZ and coiled-coil motif containing
ENSMUSG00000112550,NA,NA
ENSMUSG00000023068,Nus1,NUS1 dehydrodolichyl diphosphate synthase subunit
ENSMUSG00000038602,Slc35f1,"solute carrier family 35, member F1"
ENSMUSG00000038594,Cep85l,centrosomal protein 85-like
ENSMUSG00000038583,Pln,phospholamban
ENSMUSG00000058298,Mcm9,minichromosome maintenance 9 homologous recombination repair factor
ENSMUSG00000019857,Asf1a,anti-silencing function 1A histone chaperone
ENSMUSG00000112332,NA,NA
ENSMUSG00000019856,Fam184a,"family with sequence similarity 184, member A"
ENSMUSG00000003746,Man1a,"mannosidase 1, alpha"
ENSMUSG00000097069,Gm16998,"predicted gene, 16998"
ENSMUSG00000038122,Tbc1d32,"TBC1 domain family, member 32"
ENSMUSG00000047669,Msl3l2,MSL3 like 2
ENSMUSG00000071303,Rps8-ps1,"ribosomal protein S8, pseudogene 1"
ENSMUSG00000050953,Gja1,"gap junction protein, alpha 1"
ENSMUSG00000112825,NA,NA
ENSMUSG00000019878,Hsf2,heat shock factor 2
ENSMUSG00000019877,Serinc1,serine incorporator 1
ENSMUSG00000019876,Pkib,"protein kinase inhibitor beta, cAMP dependent, testis specific"
ENSMUSG00000019874,Fabp7,"fatty acid binding protein 7, brain"
ENSMUSG00000019872,Smpdl3a,"sphingomyelin phosphodiesterase, acid-like 3A"
ENSMUSG00000038039,Gcc2,GRIP and coiled-coil domain containing 2
ENSMUSG00000019920,Lims1,LIM and senescent cell antigen-like domains 1
ENSMUSG00000003226,Ranbp2,RAN binding protein 2
ENSMUSG00000038010,Ccdc138,coiled-coil domain containing 138
ENSMUSG00000003227,Edar,ectodysplasin-A receptor
ENSMUSG00000019917,Septin10,septin 10
ENSMUSG00000098188,Sowahc,sosondowah ankyrin repeat domain family member C
ENSMUSG00000019916,P4ha1,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide"
ENSMUSG00000009646,Pla2g12b,"phospholipase A2, group XIIB"
ENSMUSG00000009654,Oit3,oncoprotein induced transcript 3
ENSMUSG00000009647,Mcu,mitochondrial calcium uniporter
ENSMUSG00000020111,Micu1,mitochondrial calcium uptake 1
ENSMUSG00000020109,Dnajb12,DnaJ heat shock protein family (Hsp40) member B12
ENSMUSG00000020108,Ddit4,DNA-damage-inducible transcript 4
ENSMUSG00000020107,Anapc16,anaphase promoting complex subunit 16
ENSMUSG00000044475,Ascc1,activating signal cointegrator 1 complex subunit 1
ENSMUSG00000058297,Spock2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2"
ENSMUSG00000004207,Psap,prosaposin
ENSMUSG00000012819,Cdh23,cadherin 23 (otocadherin)
ENSMUSG00000020101,Vsir,V-set immunoregulatory receptor
ENSMUSG00000020100,Slc29a3,"solute carrier family 29 (nucleoside transporters), member 3"
ENSMUSG00000020099,Unc5b,unc-5 netrin receptor B
ENSMUSG00000098055,NA,NA
ENSMUSG00000020098,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1
ENSMUSG00000020097,Sgpl1,sphingosine phosphate lyase 1
ENSMUSG00000059901,Adamts14,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14"
ENSMUSG00000037202,Prf1,perforin 1 (pore forming protein)
ENSMUSG00000020092,Pald1,"phosphatase domain containing, paladin 1"
ENSMUSG00000020091,Eif4ebp2,eukaryotic translation initiation factor 4E binding protein 2
ENSMUSG00000112229,NA,NA
ENSMUSG00000043126,D830039M14Rik,RIKEN cDNA D830039M14 gene
ENSMUSG00000037151,Lrrc20,leucine rich repeat containing 20
ENSMUSG00000020089,Ppa1,pyrophosphatase (inorganic) 1
ENSMUSG00000020088,Sar1a,secretion associated Ras related GTPase 1A
ENSMUSG00000020087,Tysnd1,trypsin domain containing 1
ENSMUSG00000020085,Aifm2,"apoptosis-inducing factor, mitochondrion-associated 2"
ENSMUSG00000020086,Macroh2a2,macroH2A.2 histone
ENSMUSG00000058806,Col13a1,"collagen, type XIII, alpha 1"
ENSMUSG00000046687,Gm5424,argininosuccinate synthase pseudogene
ENSMUSG00000020083,Fam241b,"family with sequence similarity 241, member B"
ENSMUSG00000044312,Neurog3,neurogenin 3
ENSMUSG00000037031,Tspan15,tetraspanin 15
ENSMUSG00000020081,Tacr2,tachykinin receptor 2
ENSMUSG00000037012,Hk1,hexokinase 1
ENSMUSG00000020080,Hkdc1,hexokinase domain containing 1
ENSMUSG00000020079,Supv3l1,"suppressor of var1, 3-like 1 (S. cerevisiae)"
ENSMUSG00000020078,Vps26a,VPS26 retromer complex component A
ENSMUSG00000020077,Srgn,serglycin
ENSMUSG00000036955,Kifbp,kinesin family binding protein
ENSMUSG00000020075,Ddx21,DExD box helicase 21
ENSMUSG00000020076,Ddx50,DExD box helicase 50
ENSMUSG00000036923,Stox1,storkhead box 1
ENSMUSG00000020074,Ccar1,cell division cycle and apoptosis regulator 1
ENSMUSG00000112806,NA,NA
ENSMUSG00000047146,Tet1,tet methylcytosine dioxygenase 1
ENSMUSG00000071253,Slc25a16,"solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16"
ENSMUSG00000036875,Dna2,DNA replication helicase/nuclease 2
ENSMUSG00000020070,Rufy2,RUN and FYVE domain-containing 2
ENSMUSG00000020069,Hnrnph3,heterogeneous nuclear ribonucleoprotein H3
ENSMUSG00000020072,Pbld2,phenazine biosynthesis-like protein domain containing 2
ENSMUSG00000087030,Gm16143,predicted gene 16143
ENSMUSG00000112129,Pbld1,phenazine biosynthesis-like protein domain containing 1
ENSMUSG00000020067,Mypn,myopalladin
ENSMUSG00000020064,Herc4,hect domain and RLD 4
ENSMUSG00000096991,NA,NA
ENSMUSG00000020063,Sirt1,sirtuin 1
ENSMUSG00000036764,Dnajc12,DnaJ heat shock protein family (Hsp40) member C12
ENSMUSG00000060843,Ctnna3,"catenin (cadherin associated protein), alpha 3"
ENSMUSG00000042846,Lrrtm3,leucine rich repeat transmembrane neuronal 3
ENSMUSG00000097134,NA,NA
ENSMUSG00000097921,NA,NA
ENSMUSG00000112925,Gm31763,"predicted gene, 31763"
ENSMUSG00000019873,Reep3,receptor accessory protein 3
ENSMUSG00000037876,Jmjd1c,jumonji domain containing 1C
ENSMUSG00000075000,Nrbf2,nuclear receptor binding factor 2
ENSMUSG00000037868,Egr2,early growth response 2
ENSMUSG00000057134,Ado,2-aminoethanethiol (cysteamine) dioxygenase
ENSMUSG00000037855,Zfp365,zinc finger protein 365
ENSMUSG00000037846,Rtkn2,rhotekin 2
ENSMUSG00000019947,Arid5b,AT rich interactive domain 5B (MRF1-like)
ENSMUSG00000019945,Cabcoco1,ciliary associated calcium binding coiled-coil 1
ENSMUSG00000060044,Tmem26,transmembrane protein 26
ENSMUSG00000019944,Rhobtb1,Rho-related BTB domain containing 1
ENSMUSG00000090622,A930033H14Rik,RIKEN cDNA A930033H14 gene
ENSMUSG00000019942,Cdk1,cyclin-dependent kinase 1
ENSMUSG00000069601,Ank3,"ankyrin 3, epithelial"
ENSMUSG00000048701,Ccdc6,coiled-coil domain containing 6
ENSMUSG00000037762,Slc16a9,"solute carrier family 16 (monocarboxylic acid transporters), member 9"
ENSMUSG00000043259,Fam13c,"family with sequence similarity 13, member C"
ENSMUSG00000014329,Bicc1,BicC family RNA binding protein 1
ENSMUSG00000003923,Tfam,"transcription factor A, mitochondrial"
ENSMUSG00000019927,Ube2d1,ubiquitin-conjugating enzyme E2D 1
ENSMUSG00000037710,Cisd1,CDGSH iron sulfur domain 1
ENSMUSG00000060733,Ipmk,inositol polyphosphate multikinase
ENSMUSG00000053830,NA,NA
ENSMUSG00000019923,Zwint,ZW10 interactor
ENSMUSG00000052613,Pcdh15,protocadherin 15
ENSMUSG00000072407,NA,NA
ENSMUSG00000040009,Gnaz,"guanine nucleotide binding protein, alpha z subunit"
ENSMUSG00000020175,Rab36,"RAB36, member RAS oncogene family"
ENSMUSG00000009681,Bcr,BCR activator of RhoGEF and GTPase
ENSMUSG00000033444,Specc1l,sperm antigen with calponin homology and coiled-coil domains 1-like
ENSMUSG00000020178,Adora2a,adenosine A2a receptor
ENSMUSG00000033416,Gucd1,guanylyl cyclase domain containing 1
ENSMUSG00000033427,Upb1,"ureidopropionase, beta"
ENSMUSG00000020180,Snrpd3,small nuclear ribonucleoprotein D3
ENSMUSG00000046807,Lrrc75b,leucine rich repeat containing 75B
ENSMUSG00000006345,Ggt1,gamma-glutamyltransferase 1
ENSMUSG00000006344,Ggt5,gamma-glutamyltransferase 5
ENSMUSG00000006342,Susd2,sushi domain containing 2
ENSMUSG00000020196,Cabin1,calcineurin binding protein 1
ENSMUSG00000001666,Ddt,D-dopachrome tautomerase
ENSMUSG00000001665,Gstt3,"glutathione S-transferase, theta 3"
ENSMUSG00000001663,Gstt1,"glutathione S-transferase, theta 1"
ENSMUSG00000033318,Gstt2,"glutathione S-transferase, theta 2"
ENSMUSG00000033307,Mif,macrophage migration inhibitory factor (glycosylation-inhibiting factor)
ENSMUSG00000009092,Derl3,"Der1-like domain family, member 3"
ENSMUSG00000000902,Smarcb1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
ENSMUSG00000000901,Mmp11,matrix metallopeptidase 11
ENSMUSG00000049422,Chchd10,coiled-coil-helix-coiled-coil-helix domain containing 10
ENSMUSG00000000903,Vpreb3,V-set pre-B cell surrogate light chain 3
ENSMUSG00000033255,Gm5134,predicted gene 5134
ENSMUSG00000049764,Zfp280b,zinc finger protein 280B
ENSMUSG00000020226,Slc5a4b,"solute carrier family 5 (neutral amino acid transporters, system A), member 4b"
ENSMUSG00000020229,Slc5a4a,"solute carrier family 5, member 4a"
ENSMUSG00000020230,Prmt2,protein arginine N-methyltransferase 2
ENSMUSG00000033208,S100b,"S100 protein, beta polypeptide, neural"
ENSMUSG00000020231,Dip2a,disco interacting protein 2 homolog A
ENSMUSG00000001151,Pcnt,pericentrin (kendrin)
ENSMUSG00000033126,Ybey,ybeY metallopeptidase
ENSMUSG00000001150,Mcm3ap,minichromosome maintenance complex component 3 associated protein
ENSMUSG00000033105,Lss,lanosterol synthase
ENSMUSG00000020241,Col6a2,"collagen, type VI, alpha 2"
ENSMUSG00000001119,Col6a1,"collagen, type VI, alpha 1"
ENSMUSG00000001120,Pcbp3,poly(rC) binding protein 3
ENSMUSG00000001436,Slc19a1,"solute carrier family 19 (folate transporter), member 1"
ENSMUSG00000001435,Col18a1,"collagen, type XVIII, alpha 1"
ENSMUSG00000020260,Pofut2,protein O-fucosyltransferase 2
ENSMUSG00000020262,Adarb1,"adenosine deaminase, RNA-specific, B1"
ENSMUSG00000032977,Fam207a,"family with sequence similarity 207, member A"
ENSMUSG00000000290,Itgb2,integrin beta 2
ENSMUSG00000009291,Pttg1ip,pituitary tumor-transforming 1 interacting protein
ENSMUSG00000020265,Sumo3,small ubiquitin-like modifier 3
ENSMUSG00000009293,Ube2g2,ubiquitin-conjugating enzyme E2G 2
ENSMUSG00000069581,Tspear,thrombospondin type laminin G domain and EAR repeats
ENSMUSG00000051652,Lrrc3,leucine rich repeat containing 3
ENSMUSG00000009292,Trpm2,"transient receptor potential cation channel, subfamily M, member 2"
ENSMUSG00000020284,Cfap410,cilia and flagella associated protein 410
ENSMUSG00000020277,Pfkl,"phosphofructokinase, liver, B-type"
ENSMUSG00000000731,Aire,autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)
ENSMUSG00000000730,Dnmt3l,DNA (cytosine-5-)-methyltransferase 3-like
ENSMUSG00000000732,Icosl,icos ligand
ENSMUSG00000053329,Gatd3a,glutamine amidotransferase like class 1 domain containing 3A
ENSMUSG00000032834,Pwp2,PWP2 periodic tryptophan protein homolog (yeast)
ENSMUSG00000000374,Trappc10,trafficking protein particle complex 10
ENSMUSG00000112433,NA,NA
ENSMUSG00000112300,NA,NA
ENSMUSG00000001211,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3
ENSMUSG00000064317,NA,NA
ENSMUSG00000061032,Rrp1,ribosomal RNA processing 1
ENSMUSG00000005054,Cstb,cystatin B
ENSMUSG00000032788,Pdxk,"pyridoxal (pyridoxine, vitamin B6) kinase"
ENSMUSG00000032763,Ilvbl,ilvB (bacterial acetolactate synthase)-like
ENSMUSG00000032714,Syde1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)"
ENSMUSG00000112017,Gm7842,L-2-hydroxyglutarate dehydrogenase pseudogene
ENSMUSG00000060301,2610008E11Rik,RIKEN cDNA 2610008E11 gene
ENSMUSG00000112907,NA,NA
ENSMUSG00000052151,Plpp2,phospholipid phosphatase 2
ENSMUSG00000098414,Mir6909,microRNA 6909
ENSMUSG00000042570,Mier2,MIER family member 2
ENSMUSG00000045912,C2cd4c,C2 calcium-dependent domain containing 4C
ENSMUSG00000020312,Shc2,SHC (Src homology 2 domain containing) transforming protein 2
ENSMUSG00000111977,NA,NA
ENSMUSG00000020310,Madcam1,mucosal vascular addressin cell adhesion molecule 1
ENSMUSG00000020308,Tpgs1,tubulin polyglutamylase complex subunit 1
ENSMUSG00000020307,Cdc34,cell division cycle 34
ENSMUSG00000054206,Gzmm,granzyme M (lymphocyte met-ase 1)
ENSMUSG00000023175,Bsg,basigin
ENSMUSG00000020331,Hcn2,"hyperpolarization-activated, cyclic nucleotide-gated K+ 2"
ENSMUSG00000020329,Polrmt,polymerase (RNA) mitochondrial (DNA directed)
ENSMUSG00000035890,Rnf126,ring finger protein 126
ENSMUSG00000020325,Fstl3,follistatin-like 3
ENSMUSG00000020323,Prss57,"protease, serine 57"
ENSMUSG00000035863,Palm,paralemmin
ENSMUSG00000035852,Misp,mitotic spindle positioning
ENSMUSG00000091994,E130317F20Rik,RIKEN cDNA E130317F20 gene
ENSMUSG00000006498,Ptbp1,polypyrimidine tract binding protein 1
ENSMUSG00000035835,Plppr3,phospholipid phosphatase related 3
ENSMUSG00000057729,Prtn3,proteinase 3
ENSMUSG00000111897,NA,NA
ENSMUSG00000061780,Cfd,complement factor D (adipsin)
ENSMUSG00000013833,Med16,mediator complex subunit 16
ENSMUSG00000035781,R3hdm4,R3H domain containing 4
ENSMUSG00000035773,Kiss1r,KISS1 receptor
ENSMUSG00000019564,Arid3a,AT rich interactive domain 3A (BRIGHT-like)
ENSMUSG00000035754,Wdr18,WD repeat domain 18
ENSMUSG00000035745,Grin3b,"glutamate receptor, ionotropic, NMDA3B"
ENSMUSG00000013858,Tmem259,transmembrane protein 259
ENSMUSG00000004665,Cnn2,calponin 2
ENSMUSG00000035722,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7"
ENSMUSG00000035697,Arhgap45,Rho GTPase activating protein 45
ENSMUSG00000004667,Polr2e,polymerase (RNA) II (DNA directed) polypeptide E
ENSMUSG00000075706,Gpx4,glutathione peroxidase 4
ENSMUSG00000035673,Sbno2,strawberry notch 2
ENSMUSG00000003068,Stk11,serine/threonine kinase 11
ENSMUSG00000035640,Cbarp,"calcium channel, voltage-dependent, beta subunit associated regulatory protein"
ENSMUSG00000003072,Atp5d,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
ENSMUSG00000035621,Midn,midnolin
ENSMUSG00000045193,Cirbp,cold inducible RNA binding protein
ENSMUSG00000035595,Fam174c,"family with sequence similarity 174, member C"
ENSMUSG00000003070,Efna2,ephrin A2
ENSMUSG00000020156,Pwwp3a,"PWWP domain containing 3A, DNA repair factor"
ENSMUSG00000020153,Ndufs7,NADH:ubiquinone oxidoreductase core subunit S7
ENSMUSG00000020150,Gamt,guanidinoacetate methyltransferase
ENSMUSG00000069565,Dazap1,DAZ associated protein 1
ENSMUSG00000087672,NA,NA
ENSMUSG00000063457,Rps15,ribosomal protein S15
ENSMUSG00000020135,Apc2,APC regulator of WNT signaling pathway 2
ENSMUSG00000020133,2310011J03Rik,RIKEN cDNA 2310011J03 gene
ENSMUSG00000020131,Pcsk4,proprotein convertase subtilisin/kexin type 4
ENSMUSG00000035504,Reep6,receptor accessory protein 6
ENSMUSG00000043822,Adamtsl5,ADAMTS-like 5
ENSMUSG00000035486,Plk5,polo like kinase 5
ENSMUSG00000048696,Mex3d,mex3 RNA binding family member D
ENSMUSG00000035478,Mbd3,methyl-CpG binding domain protein 3
ENSMUSG00000020163,Uqcr11,"ubiquinol-cytochrome c reductase, complex III subunit XI"
ENSMUSG00000020167,Tcf3,transcription factor 3
ENSMUSG00000045518,Onecut3,"one cut domain, family member 3"
ENSMUSG00000047417,Rexo1,"REX1, RNA exonuclease 1"
ENSMUSG00000035397,Klf16,Kruppel-like factor 16
ENSMUSG00000003346,Abhd17a,abhydrolase domain containing 17A
ENSMUSG00000100201,NA,NA
ENSMUSG00000113949,Scamp4,secretory carrier membrane protein 4
ENSMUSG00000035370,NA,NA
ENSMUSG00000003345,Csnk1g2,"casein kinase 1, gamma 2"
ENSMUSG00000003344,Btbd2,BTB (POZ) domain containing 2
ENSMUSG00000020190,Mknk2,MAP kinase-interacting serine/threonine kinase 2
ENSMUSG00000097889,NA,NA
ENSMUSG00000003348,Mob3a,MOB kinase activator 3A
ENSMUSG00000055862,Izumo4,IZUMO family member 4
ENSMUSG00000020198,Ap3d1,"adaptor-related protein complex 3, delta 1 subunit"
ENSMUSG00000061589,Dot1l,"DOT1-like, histone H3 methyltransferase (S. cerevisiae)"
ENSMUSG00000035278,Plekhj1,"pleckstrin homology domain containing, family J member 1"
ENSMUSG00000020211,Sf3a2,"splicing factor 3a, subunit 2"
ENSMUSG00000035262,Amh,anti-Mullerian hormone
ENSMUSG00000035242,Oaz1,ornithine decarboxylase antizyme 1
